track_rank,track_id,track_name,artists,track_duration,track_is_explicit,track_popularity,album_id,album_name,album_release_year,album_type,artist_name,artist_name_others,artist_id,artist_id_others,track_danceability,track_energy,track_key,track_loudness,track_mode,track_speechiness,track_acousticness,track_instrumentalness,track_liveness,track_valence,artist_popularity,artist_followers,artist_genre,artist_genre_others
9,4Li2WHPkuyCdtmokzW2007,Ni**as In Paris,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3nFkdlSjzX9mRTtwJOzDYB'}, 'href': 'https://api.spotify.com/v1/artists/3nFkdlSjzX9mRTtwJOzDYB', 'id': '3nFkdlSjzX9mRTtwJOzDYB', 'name': 'JAY-Z', 'type': 'artist', 'uri': 'spotify:artist:3nFkdlSjzX9mRTtwJOzDYB'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5K4W6rqBFWDnAN6FQUkS6x'}, 'href': 'https://api.spotify.com/v1/artists/5K4W6rqBFWDnAN6FQUkS6x', 'id': '5K4W6rqBFWDnAN6FQUkS6x', 'name': 'Kanye West', 'type': 'artist', 'uri': 'spotify:artist:5K4W6rqBFWDnAN6FQUkS6x'}]",3.65555,True,80,2P2Xwvh2xWXIZ1OWY9S9o5,Watch The Throne (Deluxe),2011,album,JAY-Z,Kanye West,3nFkdlSjzX9mRTtwJOzDYB,5K4W6rqBFWDnAN6FQUkS6x,0.789,0.858,1,-5.542,1,0.311,0.127,0.0,0.349,0.775,86,7972834,east coast hip hop,"hip hop, rap"
11,0Kb9CqpIJwCVFbnIDpSahK,"Kannil Pettole - From ""Thallumaala""","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2einniD11Dbvrwy5nWmn4p'}, 'href': 'https://api.spotify.com/v1/artists/2einniD11Dbvrwy5nWmn4p', 'id': '2einniD11Dbvrwy5nWmn4p', 'name': 'Vishnu Vijay', 'type': 'artist', 'uri': 'spotify:artist:2einniD11Dbvrwy5nWmn4p'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2yjjNifzaKhrRnHlOx2YH1'}, 'href': 'https://api.spotify.com/v1/artists/2yjjNifzaKhrRnHlOx2YH1', 'id': '2yjjNifzaKhrRnHlOx2YH1', 'name': 'Irfana', 'type': 'artist', 'uri': 'spotify:artist:2yjjNifzaKhrRnHlOx2YH1'}]",2.924,False,43,09coDJ0hDNRUkN3qJnGfIy,Thallumaala,2022,album,Vishnu Vijay,Irfana,2einniD11Dbvrwy5nWmn4p,2yjjNifzaKhrRnHlOx2YH1,0.837,0.583,2,-11.581,1,0.144,0.121,6.78e-06,0.115,0.672,57,108989,mollywood,
23,5oxm5PgCM5dozyJrcVKoTR,"Ndaakkippaattu - From ""Thallumaala""","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2einniD11Dbvrwy5nWmn4p'}, 'href': 'https://api.spotify.com/v1/artists/2einniD11Dbvrwy5nWmn4p', 'id': '2einniD11Dbvrwy5nWmn4p', 'name': 'Vishnu Vijay', 'type': 'artist', 'uri': 'spotify:artist:2einniD11Dbvrwy5nWmn4p'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3XWAR1WQqUVGGXmiPhrILk'}, 'href': 'https://api.spotify.com/v1/artists/3XWAR1WQqUVGGXmiPhrILk', 'id': '3XWAR1WQqUVGGXmiPhrILk', 'name': 'Muhsin Parari', 'type': 'artist', 'uri': 'spotify:artist:3XWAR1WQqUVGGXmiPhrILk'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4sOq2wyRjNnnYNhpM24NdI'}, 'href': 'https://api.spotify.com/v1/artists/4sOq2wyRjNnnYNhpM24NdI', 'id': '4sOq2wyRjNnnYNhpM24NdI', 'name': 'Shenbagaraj', 'type': 'artist', 'uri': 'spotify:artist:4sOq2wyRjNnnYNhpM24NdI'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4nWXekqN93Tx8hJUJwR66n'}, 'href': 'https://api.spotify.com/v1/artists/4nWXekqN93Tx8hJUJwR66n', 'id': '4nWXekqN93Tx8hJUJwR66n', 'name': 'Santhosh Hariharan', 'type': 'artist', 'uri': 'spotify:artist:4nWXekqN93Tx8hJUJwR66n'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3wpXjzhk28rcKvr1YCals3'}, 'href': 'https://api.spotify.com/v1/artists/3wpXjzhk28rcKvr1YCals3', 'id': '3wpXjzhk28rcKvr1YCals3', 'name': 'Sreeraj', 'type': 'artist', 'uri': 'spotify:artist:3wpXjzhk28rcKvr1YCals3'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6zsk60lj6oDglScM2zEJGM'}, 'href': 'https://api.spotify.com/v1/artists/6zsk60lj6oDglScM2zEJGM', 'id': '6zsk60lj6oDglScM2zEJGM', 'name': 'Swathi Das', 'type': 'artist', 'uri': 'spotify:artist:6zsk60lj6oDglScM2zEJGM'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3jITTWQp6MnHqrAVTlbDAC'}, 'href': 'https://api.spotify.com/v1/artists/3jITTWQp6MnHqrAVTlbDAC', 'id': '3jITTWQp6MnHqrAVTlbDAC', 'name': 'Austin Dan', 'type': 'artist', 'uri': 'spotify:artist:3jITTWQp6MnHqrAVTlbDAC'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/20OMxRYA8ix5M2GpcL8WYl'}, 'href': 'https://api.spotify.com/v1/artists/20OMxRYA8ix5M2GpcL8WYl', 'id': '20OMxRYA8ix5M2GpcL8WYl', 'name': 'Lukman Avaran', 'type': 'artist', 'uri': 'spotify:artist:20OMxRYA8ix5M2GpcL8WYl'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3vGUauqWkTX6HSSd3IyWt3'}, 'href': 'https://api.spotify.com/v1/artists/3vGUauqWkTX6HSSd3IyWt3', 'id': '3vGUauqWkTX6HSSd3IyWt3', 'name': 'Adri Joe', 'type': 'artist', 'uri': 'spotify:artist:3vGUauqWkTX6HSSd3IyWt3'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1L0yffdgJHy8CvxNj5V81K'}, 'href': 'https://api.spotify.com/v1/artists/1L0yffdgJHy8CvxNj5V81K', 'id': '1L0yffdgJHy8CvxNj5V81K', 'name': 'Gokulan', 'type': 'artist', 'uri': 'spotify:artist:1L0yffdgJHy8CvxNj5V81K'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2nStlZReIQFLxGXrG5Ir7g'}, 'href': 'https://api.spotify.com/v1/artists/2nStlZReIQFLxGXrG5Ir7g', 'id': '2nStlZReIQFLxGXrG5Ir7g', 'name': 'Binu Pappu', 'type': 'artist', 'uri': 'spotify:artist:2nStlZReIQFLxGXrG5Ir7g'}]",2.6652666666666667,False,40,09coDJ0hDNRUkN3qJnGfIy,Thallumaala,2022,album,Vishnu Vijay,"Muhsin Parari, Shenbagaraj, Santhosh Hariharan, Sreeraj, Swathi Das, Austin Dan, Lukman Avaran, Adri Joe, Gokulan, Binu Pappu",2einniD11Dbvrwy5nWmn4p,"3XWAR1WQqUVGGXmiPhrILk, 4sOq2wyRjNnnYNhpM24NdI, 4nWXekqN93Tx8hJUJwR66n, 3wpXjzhk28rcKvr1YCals3, 6zsk60lj6oDglScM2zEJGM, 3jITTWQp6MnHqrAVTlbDAC, 20OMxRYA8ix5M2GpcL8WYl, 3vGUauqWkTX6HSSd3IyWt3, 1L0yffdgJHy8CvxNj5V81K, 2nStlZReIQFLxGXrG5Ir7g",0.696,0.84,7,-9.42,1,0.251,0.149,0.000961,0.232,0.663,57,108989,mollywood,
16,7MXVkk9YMctZqd1Srtv4MB,Starboy,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1Xyo4u8uXC1ZmMpatF05PJ'}, 'href': 'https://api.spotify.com/v1/artists/1Xyo4u8uXC1ZmMpatF05PJ', 'id': '1Xyo4u8uXC1ZmMpatF05PJ', 'name': 'The Weeknd', 'type': 'artist', 'uri': 'spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4tZwfgrHOc3mvqYlEYSvVi'}, 'href': 'https://api.spotify.com/v1/artists/4tZwfgrHOc3mvqYlEYSvVi', 'id': '4tZwfgrHOc3mvqYlEYSvVi', 'name': 'Daft Punk', 'type': 'artist', 'uri': 'spotify:artist:4tZwfgrHOc3mvqYlEYSvVi'}]",3.840883333333333,True,88,2ODvWsOgouMbaA5xf0RkJe,Starboy,2016,album,The Weeknd,Daft Punk,1Xyo4u8uXC1ZmMpatF05PJ,4tZwfgrHOc3mvqYlEYSvVi,0.679,0.587,7,-7.015,1,0.276,0.141,6.35e-06,0.137,0.486,98,58390607,canadian contemporary r&b,"canadian pop, pop"
43,0VjIjW4GlUZAMYd2vXMi3b,Blinding Lights,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1Xyo4u8uXC1ZmMpatF05PJ'}, 'href': 'https://api.spotify.com/v1/artists/1Xyo4u8uXC1ZmMpatF05PJ', 'id': '1Xyo4u8uXC1ZmMpatF05PJ', 'name': 'The Weeknd', 'type': 'artist', 'uri': 'spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ'}]",3.334,False,87,4yP0hdKOZPNshxUOjY0cZj,After Hours,2020,album,The Weeknd,,1Xyo4u8uXC1ZmMpatF05PJ,,0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54e-05,0.0897,0.334,98,58390607,canadian contemporary r&b,"canadian pop, pop"
17,1rDQ4oMwGJI7B4tovsBOxc,First Class,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2LIk90788K0zvyj2JJVwkJ'}, 'href': 'https://api.spotify.com/v1/artists/2LIk90788K0zvyj2JJVwkJ', 'id': '2LIk90788K0zvyj2JJVwkJ', 'name': 'Jack Harlow', 'type': 'artist', 'uri': 'spotify:artist:2LIk90788K0zvyj2JJVwkJ'}]",2.8991166666666666,True,44,4uVXrwE4aSV2L2aqAHSOXa,First Class,2022,album,Jack Harlow,,2LIk90788K0zvyj2JJVwkJ,,0.905,0.563,8,-6.135,1,0.102,0.0254,9.71e-06,0.113,0.324,82,2800379,deep underground hip hop,"kentucky hip hop, pop, rap"
18,3iH9MTX6mSGgSNlw9Q2T6t,"Thallumaala Paattu - From ""Thallumaala""","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1uyEDo5vVeOUdz0xbLBKb4'}, 'href': 'https://api.spotify.com/v1/artists/1uyEDo5vVeOUdz0xbLBKb4', 'id': '1uyEDo5vVeOUdz0xbLBKb4', 'name': 'Hrithik Jayakish', 'type': 'artist', 'uri': 'spotify:artist:1uyEDo5vVeOUdz0xbLBKb4'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/7j7JiRc4hgylqljp5gmKcv'}, 'href': 'https://api.spotify.com/v1/artists/7j7JiRc4hgylqljp5gmKcv', 'id': '7j7JiRc4hgylqljp5gmKcv', 'name': 'Neha Girish', 'type': 'artist', 'uri': 'spotify:artist:7j7JiRc4hgylqljp5gmKcv'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1zdLDvuJcKyCtgrPAKwEIQ'}, 'href': 'https://api.spotify.com/v1/artists/1zdLDvuJcKyCtgrPAKwEIQ', 'id': '1zdLDvuJcKyCtgrPAKwEIQ', 'name': 'Eshaan Sanil', 'type': 'artist', 'uri': 'spotify:artist:1zdLDvuJcKyCtgrPAKwEIQ'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/485YsYvNnyDA6LZOq4BGA2'}, 'href': 'https://api.spotify.com/v1/artists/485YsYvNnyDA6LZOq4BGA2', 'id': '485YsYvNnyDA6LZOq4BGA2', 'name': 'Thejas Krishna', 'type': 'artist', 'uri': 'spotify:artist:485YsYvNnyDA6LZOq4BGA2'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2einniD11Dbvrwy5nWmn4p'}, 'href': 'https://api.spotify.com/v1/artists/2einniD11Dbvrwy5nWmn4p', 'id': '2einniD11Dbvrwy5nWmn4p', 'name': 'Vishnu Vijay', 'type': 'artist', 'uri': 'spotify:artist:2einniD11Dbvrwy5nWmn4p'}]",3.0622833333333332,False,49,09coDJ0hDNRUkN3qJnGfIy,Thallumaala,2022,album,Hrithik Jayakish,"Neha Girish, Eshaan Sanil, Thejas Krishna, Vishnu Vijay",1uyEDo5vVeOUdz0xbLBKb4,"7j7JiRc4hgylqljp5gmKcv, 1zdLDvuJcKyCtgrPAKwEIQ, 485YsYvNnyDA6LZOq4BGA2, 2einniD11Dbvrwy5nWmn4p",0.71,0.564,2,-12.186,1,0.0464,0.014,3.06e-05,0.0994,0.427,44,356,,
19,79xjw95DSvcl8sDtghDOGo,"Akdi Pakdi (From ""Liger"")","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4VS3XraXs2LRsowQnQ7VFh'}, 'href': 'https://api.spotify.com/v1/artists/4VS3XraXs2LRsowQnQ7VFh', 'id': '4VS3XraXs2LRsowQnQ7VFh', 'name': 'Lijo George', 'type': 'artist', 'uri': 'spotify:artist:4VS3XraXs2LRsowQnQ7VFh'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1jPeDHvfU5Knw8VyOP6TZN'}, 'href': 'https://api.spotify.com/v1/artists/1jPeDHvfU5Knw8VyOP6TZN', 'id': '1jPeDHvfU5Knw8VyOP6TZN', 'name': 'Dj Chetas', 'type': 'artist', 'uri': 'spotify:artist:1jPeDHvfU5Knw8VyOP6TZN'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4ZTli8xiH8txCfWJtulNXQ'}, 'href': 'https://api.spotify.com/v1/artists/4ZTli8xiH8txCfWJtulNXQ', 'id': '4ZTli8xiH8txCfWJtulNXQ', 'name': 'Sunil Kashyap', 'type': 'artist', 'uri': 'spotify:artist:4ZTli8xiH8txCfWJtulNXQ'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/04FsFHujpuqonrPXZrEJlK'}, 'href': 'https://api.spotify.com/v1/artists/04FsFHujpuqonrPXZrEJlK', 'id': '04FsFHujpuqonrPXZrEJlK', 'name': 'Dev Negi', 'type': 'artist', 'uri': 'spotify:artist:04FsFHujpuqonrPXZrEJlK'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3hmboaiYDw7hqBWQZ5TJQX'}, 'href': 'https://api.spotify.com/v1/artists/3hmboaiYDw7hqBWQZ5TJQX', 'id': '3hmboaiYDw7hqBWQZ5TJQX', 'name': 'Pawni Pandey', 'type': 'artist', 'uri': 'spotify:artist:3hmboaiYDw7hqBWQZ5TJQX'}]",3.8366666666666664,False,47,0sqF7xlWsmlPf3wVMvMf8n,"Akdi Pakdi (From ""Liger"")",2022,album,Lijo George,"Dj Chetas, Sunil Kashyap, Dev Negi, Pawni Pandey",4VS3XraXs2LRsowQnQ7VFh,"1jPeDHvfU5Knw8VyOP6TZN, 4ZTli8xiH8txCfWJtulNXQ, 04FsFHujpuqonrPXZrEJlK, 3hmboaiYDw7hqBWQZ5TJQX",0.692,0.937,11,-2.911,0,0.266,0.187,0.0,0.599,0.6,58,10069,,
20,5u1cWcqIX6sbKiVJn8PR86,"Manavaalan Thug - From ""Thallumaala""","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2JJKoRrK7Eec7jlcjFB7sc'}, 'href': 'https://api.spotify.com/v1/artists/2JJKoRrK7Eec7jlcjFB7sc', 'id': '2JJKoRrK7Eec7jlcjFB7sc', 'name': 'Dabzee', 'type': 'artist', 'uri': 'spotify:artist:2JJKoRrK7Eec7jlcjFB7sc'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3eaS0SB97IZ1TVFv4XiTdm'}, 'href': 'https://api.spotify.com/v1/artists/3eaS0SB97IZ1TVFv4XiTdm', 'id': '3eaS0SB97IZ1TVFv4XiTdm', 'name': 'SA', 'type': 'artist', 'uri': 'spotify:artist:3eaS0SB97IZ1TVFv4XiTdm'}]",3.3333333333333335,False,49,09coDJ0hDNRUkN3qJnGfIy,Thallumaala,2022,album,Dabzee,SA,2JJKoRrK7Eec7jlcjFB7sc,3eaS0SB97IZ1TVFv4XiTdm,0.809,0.583,1,-8.771,1,0.0605,0.356,0.0,0.0622,0.478,51,10752,malayalam hip hop,
21,3huCRjAX12zNPxtX9JqX2X,"Naanga Vera Maari (From ""Valimai"")","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6AiX12wXdXFoGJ2vk8zBjy'}, 'href': 'https://api.spotify.com/v1/artists/6AiX12wXdXFoGJ2vk8zBjy', 'id': '6AiX12wXdXFoGJ2vk8zBjy', 'name': 'Yuvan Shankar Raja', 'type': 'artist', 'uri': 'spotify:artist:6AiX12wXdXFoGJ2vk8zBjy'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6LWyVEIBnx7MoRBhQxu9om'}, 'href': 'https://api.spotify.com/v1/artists/6LWyVEIBnx7MoRBhQxu9om', 'id': '6LWyVEIBnx7MoRBhQxu9om', 'name': 'Anurag Kulkarni', 'type': 'artist', 'uri': 'spotify:artist:6LWyVEIBnx7MoRBhQxu9om'}]",4.239083333333333,False,52,57EwhOeKmfQPDC7IUjKubv,"Naanga Vera Maari (From ""Valimai"")",2021,album,Yuvan Shankar Raja,Anurag Kulkarni,6AiX12wXdXFoGJ2vk8zBjy,6LWyVEIBnx7MoRBhQxu9om,0.649,0.889,1,-5.442,1,0.199,0.102,0.0,0.323,0.601,79,8813352,filmi,"kollywood, tamil pop"
25,4iKGu3xtvm90eBw0EIPWJP,"Naatu Naatu (From ""Rrr"")","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1H4ZvA2yyK7wCmbvEUWvPn'}, 'href': 'https://api.spotify.com/v1/artists/1H4ZvA2yyK7wCmbvEUWvPn', 'id': '1H4ZvA2yyK7wCmbvEUWvPn', 'name': 'Rahul Sipligunj', 'type': 'artist', 'uri': 'spotify:artist:1H4ZvA2yyK7wCmbvEUWvPn'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4tejKImNVmDcORNBuZ1l14'}, 'href': 'https://api.spotify.com/v1/artists/4tejKImNVmDcORNBuZ1l14', 'id': '4tejKImNVmDcORNBuZ1l14', 'name': 'Kala Bhairava', 'type': 'artist', 'uri': 'spotify:artist:4tejKImNVmDcORNBuZ1l14'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/12l1SqSNsg2mI2IcXpPWjR'}, 'href': 'https://api.spotify.com/v1/artists/12l1SqSNsg2mI2IcXpPWjR', 'id': '12l1SqSNsg2mI2IcXpPWjR', 'name': 'M. M. Keeravani', 'type': 'artist', 'uri': 'spotify:artist:12l1SqSNsg2mI2IcXpPWjR'}]",3.5733166666666665,False,63,78zqKU9guNUoZFs7mn7TUG,"Naatu Naatu (From ""Rrr"")",2021,album,Rahul Sipligunj,"Kala Bhairava, M. M. Keeravani",1H4ZvA2yyK7wCmbvEUWvPn,"4tejKImNVmDcORNBuZ1l14, 12l1SqSNsg2mI2IcXpPWjR",0.405,0.988,10,-3.843,0,0.0992,0.355,0.113,0.0815,0.703,63,925707,tollywood,
27,1Cv1YLb4q0RzL6pybtaMLo,Sunday Best,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4ETSs924pXMzjIeD6E9b4u'}, 'href': 'https://api.spotify.com/v1/artists/4ETSs924pXMzjIeD6E9b4u', 'id': '4ETSs924pXMzjIeD6E9b4u', 'name': 'Surfaces', 'type': 'artist', 'uri': 'spotify:artist:4ETSs924pXMzjIeD6E9b4u'}]",2.64285,False,72,3mMWlBGocBwsS1Q0o9wvlc,Where the Light Is,2019,album,Surfaces,,4ETSs924pXMzjIeD6E9b4u,,0.878,0.525,5,-6.832,1,0.0578,0.183,0.0,0.0714,0.694,71,882782,bedroom soul,pop
28,397k2vS0xPDxKKVXV46KtV,Saami Saami,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1JIPdCqj5nSYLwHHD4vS5v'}, 'href': 'https://api.spotify.com/v1/artists/1JIPdCqj5nSYLwHHD4vS5v', 'id': '1JIPdCqj5nSYLwHHD4vS5v', 'name': 'Rajalakshmi Senthiganesh', 'type': 'artist', 'uri': 'spotify:artist:1JIPdCqj5nSYLwHHD4vS5v'}]",3.7336,False,55,602rAkHAZiAsKB8BcxEiCM,Pushpa - The Rise,2021,album,Rajalakshmi Senthiganesh,,1JIPdCqj5nSYLwHHD4vS5v,,0.814,0.806,5,-6.461,0,0.296,0.271,0.000241,0.228,0.869,43,10885,tamil pop,
35,7fKywVasHSlshJQpkN2atd,Mere Gully Mein,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0lMa3YTHqQnDDTBaxAV7LK'}, 'href': 'https://api.spotify.com/v1/artists/0lMa3YTHqQnDDTBaxAV7LK', 'id': '0lMa3YTHqQnDDTBaxAV7LK', 'name': 'Ranveer Singh', 'type': 'artist', 'uri': 'spotify:artist:0lMa3YTHqQnDDTBaxAV7LK'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4Ai0pGz6GhQavjzaRhPTvz'}, 'href': 'https://api.spotify.com/v1/artists/4Ai0pGz6GhQavjzaRhPTvz', 'id': '4Ai0pGz6GhQavjzaRhPTvz', 'name': 'DIVINE', 'type': 'artist', 'uri': 'spotify:artist:4Ai0pGz6GhQavjzaRhPTvz'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2oeTqp8DgAmtnP2WGc1OS2'}, 'href': 'https://api.spotify.com/v1/artists/2oeTqp8DgAmtnP2WGc1OS2', 'id': '2oeTqp8DgAmtnP2WGc1OS2', 'name': 'Naezy', 'type': 'artist', 'uri': 'spotify:artist:2oeTqp8DgAmtnP2WGc1OS2'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/7hI0IRD66iykVpXiieNRbe'}, 'href': 'https://api.spotify.com/v1/artists/7hI0IRD66iykVpXiieNRbe', 'id': '7hI0IRD66iykVpXiieNRbe', 'name': 'Sez on the Beat', 'type': 'artist', 'uri': 'spotify:artist:7hI0IRD66iykVpXiieNRbe'}]",3.0833333333333335,False,49,3UhZwBv1QvSLG1OFQXx930,Gully Boy,2019,album,Ranveer Singh,"DIVINE, Naezy, Sez on the Beat",0lMa3YTHqQnDDTBaxAV7LK,"4Ai0pGz6GhQavjzaRhPTvz, 2oeTqp8DgAmtnP2WGc1OS2, 7hI0IRD66iykVpXiieNRbe",0.844,0.617,11,-12.748,0,0.116,0.00502,0.0,0.0558,0.159,53,505514,desi hip hop,"desi pop, filmi, hindi hip hop, modern bollywood"
37,0wXLihjlVrkuay7RBZzhVc,Power,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3TUNkjIHkcvEy9oeK2D4hU'}, 'href': 'https://api.spotify.com/v1/artists/3TUNkjIHkcvEy9oeK2D4hU', 'id': '3TUNkjIHkcvEy9oeK2D4hU', 'name': 'Sean Roldan', 'type': 'artist', 'uri': 'spotify:artist:3TUNkjIHkcvEy9oeK2D4hU'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/7rVV9d6vc4FLT752uRuk71'}, 'href': 'https://api.spotify.com/v1/artists/7rVV9d6vc4FLT752uRuk71', 'id': '7rVV9d6vc4FLT752uRuk71', 'name': 'Arivu', 'type': 'artist', 'uri': 'spotify:artist:7rVV9d6vc4FLT752uRuk71'}]",3.6491,False,26,6lnhwWrPtqaHso8PvPxhNR,Jai Bhim (Original Motion Picture Soundtrack),2021,album,Sean Roldan,Arivu,3TUNkjIHkcvEy9oeK2D4hU,7rVV9d6vc4FLT752uRuk71,0.774,0.72,2,-10.666,1,0.181,0.0316,0.0,0.338,0.526,59,327615,filmi,tamil pop
40,1LbBOhicFmu7ktJqIHCELt,"Ranjithame (From ""Varisu"")","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0fhunuOz2OuOEr3YK5ctSm'}, 'href': 'https://api.spotify.com/v1/artists/0fhunuOz2OuOEr3YK5ctSm', 'id': '0fhunuOz2OuOEr3YK5ctSm', 'name': 'Thalapathy Vijay', 'type': 'artist', 'uri': 'spotify:artist:0fhunuOz2OuOEr3YK5ctSm'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3JGrxsZ6kfzJrfwsxwERhS'}, 'href': 'https://api.spotify.com/v1/artists/3JGrxsZ6kfzJrfwsxwERhS', 'id': '3JGrxsZ6kfzJrfwsxwERhS', 'name': 'M.M.Manasi', 'type': 'artist', 'uri': 'spotify:artist:3JGrxsZ6kfzJrfwsxwERhS'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2FgHPfRprDaylrSRVf1UlN'}, 'href': 'https://api.spotify.com/v1/artists/2FgHPfRprDaylrSRVf1UlN', 'id': '2FgHPfRprDaylrSRVf1UlN', 'name': 'Thaman S', 'type': 'artist', 'uri': 'spotify:artist:2FgHPfRprDaylrSRVf1UlN'}]",4.784666666666666,False,76,6tspDejx5wSiwaF9ujyT7W,"Ranjithame (From ""Varisu"")",2022,album,Thalapathy Vijay,"M.M.Manasi, Thaman S",0fhunuOz2OuOEr3YK5ctSm,"3JGrxsZ6kfzJrfwsxwERhS, 2FgHPfRprDaylrSRVf1UlN",0.545,0.98,9,-6.464,1,0.129,0.666,0.00709,0.0788,0.658,66,200279,tamil pop,
41,1eUIhOKYG45Jz7xIdcNlbn,Kathalikkum Penin Kaikal,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2ae6PxICSOZHvjqiCcgon8'}, 'href': 'https://api.spotify.com/v1/artists/2ae6PxICSOZHvjqiCcgon8', 'id': '2ae6PxICSOZHvjqiCcgon8', 'name': 'S. P. Balasubrahmanyam', 'type': 'artist', 'uri': 'spotify:artist:2ae6PxICSOZHvjqiCcgon8'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/70B80Lwx2sxti0M1Ng9e8K'}, 'href': 'https://api.spotify.com/v1/artists/70B80Lwx2sxti0M1Ng9e8K', 'id': '70B80Lwx2sxti0M1Ng9e8K', 'name': 'Udit Narayan', 'type': 'artist', 'uri': 'spotify:artist:70B80Lwx2sxti0M1Ng9e8K'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/31zE3XsSq1gHAik8uajDFP'}, 'href': 'https://api.spotify.com/v1/artists/31zE3XsSq1gHAik8uajDFP', 'id': '31zE3XsSq1gHAik8uajDFP', 'name': 'S.P. Pallavi', 'type': 'artist', 'uri': 'spotify:artist:31zE3XsSq1gHAik8uajDFP'}]",4.821766666666667,False,55,2FLFZYTdBl3PyrsMVm1fMR,Kaadhalan,2014,album,S. P. Balasubrahmanyam,"Udit Narayan, S.P. Pallavi",2ae6PxICSOZHvjqiCcgon8,"70B80Lwx2sxti0M1Ng9e8K, 31zE3XsSq1gHAik8uajDFP",0.857,0.205,10,-17.393,0,0.0744,0.00654,0.00024,0.101,0.728,78,6724782,filmi,
42,0V3wPSX9ygBnCm8psDIegu,Anti-Hero,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}]",3.3448333333333333,False,91,151w1FgRZfnKZA9FEcg9Z3,Midnights,2022,album,Taylor Swift,,06HL4z0CvFAxyc27GXpf02,,0.637,0.643,4,-6.571,1,0.0519,0.13,1.8e-06,0.142,0.533,99,67720519,pop,
